111.247626	13.1619713
111.209676	13.288072
111.210788	13.2957068
111.203125	13.290818
111.215505	13.281345
111.204349	13.283706
111.21191	13.297916
111.216477	13.2877482
111.211679	13.2925392
111.211021	13.3027558
111.220175	13.2868442
111.228554	13.3068093
111.210953	13.283646
111.231863	13.2815703
111.20913	13.287699
111.209467	13.2983213
111.209855	13.2963008
111.202551	13.3017738
111.219989	13.2882332
111.211832	13.301729
111.219171	13.2864562
111.220572	13.293744
111.21916	13.2883662
111.204512	13.2970108
111.203758	13.2970718
111.20743	13.2968928
111.214648	13.297146
111.219808	13.299208
111.214916	13.2895432
111.204689	13.3035758
111.204751	13.2939698
111.220696	13.298632
111.202314	13.2995368
111.209309	13.2966288
111.210063	13.286264
111.225052	13.2886564
111.223869	13.2837594
111.2198	13.2875532
111.215728	13.296421
111.212644	13.2868607
111.2108	13.3085298
111.209591	13.29323
111.22483	13.3072743
111.202258	13.2979488
111.209993	13.3016748
111.209345	13.293255
111.216616	13.2833322
111.208224	13.3027388
111.208224	13.3027388
111.072424	13.1277257
111.081978	13.1268613
111.084869	13.1267653
111.078054	13.1288747
111.077899	13.1357651
111.084713	13.1271903
111.076345	13.1270147
111.084631	13.1230592
111.057381	13.086795
111.040078	13.0818571
111.059719	13.0781628
111.066278	13.0679326
111.044132	13.0617634
111.078841	13.0634701
111.043847	13.0961984
111.067363	13.0670226
111.072198	13.0630479
111.055522	13.0969776
111.041964	13.0899178
111.048504	13.0580794
111.046465	13.0578394
111.059153	13.0554106
111.042007	13.0500634
111.054236	13.0794442
111.056791	13.0595126
111.050985	13.0856998
111.053215	13.085862
111.046993	13.0666585
111.045159	13.0611824
111.082804	13.0657786
111.061628	13.0546364
111.042262	13.0886348
111.062474	13.0641166
111.062448	13.0611044
111.062517	13.1949364
111.062026	13.1939864
111.058309	13.2022606
111.064484	13.1902726
111.059471	13.2009196
111.061465	13.1933556
111.061331	13.2001924
111.066596	13.038453
111.06552	13.0334966
111.061898	13.0468194
111.186744	13.046622
111.184623	13.0415036
111.204084	13.0451018
111.188016	13.0199226
111.187571	13.0321306
111.188193	13.0419166
111.194204	13.0465756
111.186219	13.046796
111.192113	13.0370512
111.192294	13.0417702
111.178015	13.0404496
111.185146	13.0333762
111.192779	13.0289588
111.18666	13.0142246
111.186043	13.0309032
111.187541	13.0405956
111.197711	13.0475036
111.197149	13.0475026
111.178349	13.0248107
111.190709	13.045006
111.17813	13.0322083
111.192058	13.0303598
111.180777	13.0190867
111.185324	13.0323222
111.19458	13.0199113
111.186032	13.0429366
111.19664	13.0359562
111.185134	13.0324142
111.065777	13.1838096
111.062464	13.186042
111.054956	13.1872518
111.057712	13.1794708
111.055967	13.1855938
111.05161	13.1741088
111.087167	13.1203252
111.095373	13.1244918
111.086472	13.1223692
111.089098	13.1182462
111.086755	13.1213522
111.083187	13.1153652
111.066174	13.1193761
111.070647	13.2165289
111.056985	13.2359227
111.086385	13.2409188
111.108601	13.2264123
111.096181	13.2249913
111.069973	13.2455345
111.099503	13.2285093
111.074702	13.2257501
111.077891	13.2492072
111.091067	13.2480018
111.027074	13.248403
111.086088	13.2374128
111.064048	13.2327024
111.070124	13.2431215
111.098305	13.2175428
111.065361	13.2157739
111.072198	13.2385062
111.059805	13.2451117
111.09845	13.2180158
111.084316	13.2229292
111.052145	13.2321666
111.089293	13.2254007
111.075999	13.1530543
111.079915	13.1479433
111.08278	13.1419996
111.076395	13.1408091
111.076704	13.1496783
110.999474	13.293007
110.953789	13.2695394
110.994144	13.2802088
110.983342	13.2853082
110.998156	13.286182
110.952973	13.2461664
111.050464	13.0936738
110.999032	13.181726
111.064578	13.1156116
111.064705	13.1179316
111.04836	13.1947544
111.056688	13.1933128
111.038204	13.199253
111.054332	13.1961416
111.044463	13.1901276
111.030879	13.2018963
111.029322	13.1974189
111.032891	13.1830182
111.016451	13.1955008
111.029541	13.2032223
111.014183	13.1911519
111.03011	13.2027763
111.032615	13.1813062
111.013482	13.1935969
111.031283	13.1907582
111.077159	13.202325
111.107604	13.2078013
111.231988	13.1683408
111.245272	13.1899312
111.24788	13.1670695
111.230641	13.1681287
111.246167	13.1725615
111.237523	13.1729118
111.246019	13.1790592
111.23521	13.1714488
111.243346	13.1823212
111.226698	13.1608446
111.240373	13.1738185
111.247524	13.1846772
111.008774	13.1398589
110.980879	13.1624407
110.978574	13.1497692
111.004627	13.1444451
110.988053	13.1373331
110.987503	13.1371941
111.116818	13.1542783
111.109596	13.1503244
111.079859	13.1228117
111.070371	13.1158731
111.074924	13.1159537
111.191836	13.0214273
111.200218	13.1755919
111.190717	13.1915262
111.214968	13.1753823
111.183721	13.1922732
111.186449	13.1889512
111.189354	13.1821892
111.187013	13.1927822
111.186462	13.1836952
111.216374	13.1949942
111.189912	13.1867142
111.188044	13.1868992
111.188152	13.1824802
111.109037	13.1041665
111.113563	13.1142225
111.108521	13.1165567
111.106267	13.1161797
111.077284	13.1396419
111.07791	13.1332877
111.090071	13.1360846
111.096006	13.1403302
111.077348	13.1273907
111.083101	13.1330683
111.095435	13.1415042
111.099326	13.1279536
111.083403	13.1367122
111.070128	13.1292583
111.091345	13.1308604
111.100653	13.1311523
111.098044	13.1354057
111.096421	13.1267118
111.083851	13.1293313
111.086944	13.1322883
111.086149	13.1256823
111.081602	13.1315585
111.038038	13.1340611
111.053326	13.1430597
111.067296	13.1384195
111.053508	13.1466339
111.06412	13.1376665
111.029952	13.2326154
111.024393	13.1892794
111.023734	13.1810542
111.034806	13.1892112
111.036938	13.2079511
110.989146	13.2039203
111.018539	13.1956448
110.988051	13.199361
111.013882	13.1999998
110.984337	13.2048213
111.041975	13.2054206
110.989256	13.1977569
111.041261	13.2174719
111.012439	13.2035838
111.05406	13.2178031
111.023151	13.2024783
111.02255	13.1886004
111.105424	13.2596138
111.100218	13.2601178
110.975804	13.2357136
111.043357	13.2741321
111.004568	13.2361537
111.167721	13.0238422
111.084286	13.0489534
111.061844	13.0807476
111.04399	13.0525123
110.981337	13.0274001
110.978857	13.1195537
110.96773	13.0562975
110.985573	13.1290917
110.984865	13.1308247
111.089205	13.1451799
111.097183	13.1492074
111.069868	13.1529266
111.075072	13.1470729
111.068898	13.1447757
111.075575	13.1520835
111.09162	13.1523754
111.064886	13.1436092
111.067925	13.1484337
111.066418	13.1491137
111.082867	13.1517179
111.089738	13.1548499
111.068663	13.1574628
111.067114	13.144395
111.066241	13.1596488
111.084471	13.1456299
111.081012	13.1500963
111.088023	13.1489169
111.081572	13.1548778
111.083401	13.1550019
111.076701	13.1517923
111.063298	13.111063
111.088693	13.1043861
111.098892	13.1036236
111.09558	13.1185447
111.081828	13.1153812
111.075028	13.1054025
111.09498	13.1121156
111.078562	13.0980489
111.07972	13.0917214
111.118069	13.0829429
111.083772	13.1158772
111.079757	13.1038045
111.086483	13.0907339
111.108933	13.077764
111.092245	13.1180354
111.078645	13.0981469
111.076712	13.1214439
111.092525	13.096421
111.013915	13.1795589
111.008368	13.1543151
111.005804	13.146659
111.00742	13.1616622
111.002028	13.1532184
111.013595	13.1855329
111.006276	13.1769011
111.01157	13.1867389
111.031279	13.1573974
111.035559	13.1607273
111.006579	13.1644963
111.01338	13.1512443
111.001341	13.1655532
111.007071	13.1527151
111.010352	13.1511279
111.022208	13.155881
111.015729	13.15264
111.036094	13.1558663
111.025159	13.1680937
111.016547	13.1746856
111.007964	13.1535407
110.999668	13.1571601
111.060391	13.158247
111.055426	13.1804744
111.055192	13.153753
111.067786	13.1730014
111.048249	13.1630908
111.052605	13.162431
111.05048	13.1734119
111.054366	13.1919776
111.05659	13.156624
111.069716	13.1839744
111.060728	13.1733848
111.075974	13.1731445
111.075746	13.1726075
111.059316	13.1808898
111.073721	13.1711551
111.029776	13.1553916
111.053119	13.1535649
111.067428	13.1773626
111.056893	13.1807268
111.041443	13.1654619
111.066916	13.1643287
111.068067	13.1701519
111.06552	13.1615802
111.0604	13.1819058
111.205357	13.0958548
